GLOBAL ID,SAMP DATE,SAMP TIME,ANALYSIS DATE,QCCODE,MATRIX,FIELD PT NAME,SAMP ID,METHOD,PARAMETER,PARAMETER NAME,PARVQ,VALUE,RL,MDL,UNITS,RL NOTE
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,11ClPF3OUDS,11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,ND,2.07,2.07,1.24,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,11ClPF3OUDS,11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,ND,1.96,1.96,1.18,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C2-PFOA,Perfluoro-n-[13C2] octanoic acid,IN,88.9,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C2-PFOA,Perfluoro-n-[13C2] octanoic acid,IN,85.5,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C2PFDOA,13C2 Perfluorododecanoic acid,IN,69.9,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C2PFDOA,13C2 Perfluorododecanoic acid,IN,76.2,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C2PFHA,13C2 Perfluorohexanoic acid,IN,80.4,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C2PFHA,13C2 Perfluorohexanoic acid,IN,76.4,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C2PFNDCA,13C2 Perfluorodecanoic acid,IN,70.8,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C2PFNDCA,13C2 Perfluorodecanoic acid,IN,66,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C2PFTEDA,13C2 Perfluorotetradecanoic acid,IN,72.3,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C2PFTEDA,13C2 Perfluorotetradecanoic acid,IN,66.4,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C2PFUNDCA,13C2 Perfluoroundecanoic acid,IN,78.5,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C2PFUNDCA,13C2 Perfluoroundecanoic acid,IN,76.2,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C3-HFPO-DA,13C3-Hexafluoropropylene oxide dimer acid,IN,68.1,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C3-HFPO-DA,13C3-Hexafluoropropylene oxide dimer acid,IN,72,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C3-PFBS_A,13C3-Perfluorobutane sulfonic acid,IN,80.5,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C3-PFBS_A,13C3-Perfluorobutane sulfonic acid,IN,84.4,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C3-PFHXS_A,13C3-Perfluorohexane sulfonic acid,IN,83,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C3-PFHXS_A,13C3-Perfluorohexane sulfonic acid,IN,86.3,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C3-PFPEA,"Perfluoro-n-[1,2,3,- 13C3]pentanoic acid",IN,80.3,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C3-PFPEA,"Perfluoro-n-[1,2,3,- 13C3]pentanoic acid",IN,75.1,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C4PFBTA,13C4 Perfluorobutanoic acid,IN,80.1,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C4PFBTA,13C4 Perfluorobutanoic acid,IN,96.4,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C4PFHPA,13C4Perfluoroheptanoic acid,IN,80.5,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C4PFHPA,13C4Perfluoroheptanoic acid,IN,83.3,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C5PFNA,13C5 Perfluorononanoic acid,IN,78.1,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C5PFNA,13C5 Perfluorononanoic acid,IN,76,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C8-PFOS_A,13C8-Perfluorooctane sulfonic acid,IN,83.7,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C8-PFOS_A,13C8-Perfluorooctane sulfonic acid,IN,75.2,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,13C8PFOSA,13C8 Perfluorooctane sulfonamide,IN,59.7,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,13C8PFOSA,13C8 Perfluorooctane sulfonamide,IN,51.7,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,4:2FTS,4:2 Fluorotelomer sulfonic acid,ND,1.96,1.96,0.682,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,4:2FTS,4:2 Fluorotelomer sulfonic acid,ND,2.07,2.07,0.718,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,6:2FTS,6:2 Fluorotelomer sulfonic acid,ND,2.07,2.07,1.03,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,6:2FTS,6:2 Fluorotelomer sulfonic acid,ND,1.96,1.96,0.982,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,8:2FTS,8:2 Fluorotelomer sulfonic acid,ND,2.07,2.07,1.06,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,8:2FTS,8:2 Fluorotelomer sulfonic acid,ND,1.96,1.96,1.01,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,9ClPF3ONS,9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid,ND,2.07,2.07,0.749,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,9ClPF3ONS,9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid,ND,1.96,1.96,0.712,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,ADONA,"4,8-Dioxa-3H-perfluorononanoic acid",ND,2.07,2.07,0.373,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,ADONA,"4,8-Dioxa-3H-perfluorononanoic acid",ND,1.96,1.96,0.354,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,D3-MEFOSA,N-methyl-d3-perfluoro-1-octane sulfonamide,IN,23.6,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,D3-MEFOSA,N-methyl-d3-perfluoro-1-octane sulfonamide,IN,16.6,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,D5-ETFOSA,N-ethyl-d5-perfluoro-1-octanesulfonamide,IN,22.1,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,D5-ETFOSA,N-ethyl-d5-perfluoro-1-octanesulfonamide,IN,16.5,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,D7-MEFOSE,N-methyl-d7-perfluorooctane sulfonamido ethanol,IN,53.1,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,D7-MEFOSE,N-methyl-d7-perfluorooctane sulfonamido ethanol,IN,37.5,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,D9-ETFOSE,N-ethyl-d9-perfluorooctane sulfonamido ethanol,IN,52.7,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,D9-ETFOSE,N-ethyl-d9-perfluorooctane sulfonamido ethanol,IN,39.6,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,ETFOSA,N-Ethyl perfluorooctane sulfonamide,ND,7.85,7.85,7.17,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,ETFOSA,N-Ethyl perfluorooctane sulfonamide,ND,8.26,8.26,7.54,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,ETFOSE,N-Ethyl perfluorooctane sulfonamidoethanol,ND,7.85,7.85,5.45,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,ETFOSE,N-Ethyl perfluorooctane sulfonamidoethanol,ND,8.26,8.26,5.73,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,HFPO-DA,Hexafluoropropylene oxide dimer acid,ND,2.58,2.58,2.49,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,HFPO-DA,Hexafluoropropylene oxide dimer acid,ND,2.45,2.45,2.37,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,M2-4:2FTS,"Sodium 1H,1H,2H,2H-perfluoro-1-[1,2-13C2 ] hexane sulfonate (4:2)",IN,79.2,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,M2-4:2FTS,"Sodium 1H,1H,2H,2H-perfluoro-1-[1,2-13C2 ] hexane sulfonate (4:2)",IN,81.5,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,M2-6:2FTS,"6:2 Sodium 1H,1H,2H,2H-perfluoro-1-[1,2-13C2] octane sulfonate",IN,97.3,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,M2-6:2FTS,"6:2 Sodium 1H,1H,2H,2H-perfluoro-1-[1,2-13C2] octane sulfonate",IN,95.6,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,M2-8:2FTS,"8:2 Sodium 1H,1H,2H,2H-perfluoro-1-[1,2-13C2] decane sulfonate",IN,81.1,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,M2-8:2FTS,"8:2 Sodium 1H,1H,2H,2H-perfluoro-1-[1,2-13C2] decane sulfonate",IN,98.8,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,MEFOSA,N-Methyl perfluorooctane sulfonamide,ND,8.26,8.26,7.07,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,MEFOSA,N-Methyl perfluorooctane sulfonamide,ND,7.85,7.85,6.73,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,ND,7.85,7.85,7.85,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,ND,8.26,8.26,8.26,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,NETFOSAA,N-Ethyl perfluorooctane sulfonamidoacetic acid,ND,1.96,1.96,0.673,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,NETFOSAA,N-Ethyl perfluorooctane sulfonamidoacetic acid,ND,2.07,2.07,0.707,NG/L,U
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,NETFOSAAD5,N-Ethyl perfluorooctane sulfonamidoacetic acid-d5,IN,59.2,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,QCFB,20111800475,QSMPFAS,NETFOSAAD5,N-Ethyl perfluorooctane sulfonamidoacetic acid-d5,IN,70.3,,,PERCENT,
WDR100001103,11/18/2020,1115,12/2/2020,CS,W,VAL_CL_TER,20111800474,QSMPFAS,NMEFOSAA,N-Methyl perfluorooctane sulfonamidoacetic acid,ND,1.96,1.96,0.81,NG/L,U
